fold,model,calibration,selected_method,n_test,prevalence,fit_time_model,pr_auc,roc_auc,brier,logloss,ece,ici,cal_intercept,cal_slope,oe_ratio,pred_mean,recall_005,precision_005,value_capture_005,recall_01,precision_01,value_capture_01
1,lightgbm,beta,,50000,0.04054,6.708738088607788,0.5887603502330616,0.9105501150843658,0.02375877228510548,0.0972641396587892,0.005246644425016892,0.005580219673314473,-0.290634583363123,0.8945997013099263,0.9716147468987866,0.04172435641739294,0.11692155895411939,0.948,0.055858115250232605,0.23088307844104589,0.936,0.11071531420236141
1,lightgbm,isotonic,,50000,0.04054,6.708738088607788,0.5684768175224061,0.9094286313884153,0.023815847120530885,0.10429807760071176,0.004559940138927694,0.005593871152450889,-0.5723737236266667,0.7811147459668697,0.9703688835202927,0.04177792660965124,0.11692155895411939,0.948,0.05908333265533176,0.23186975826344353,0.94,0.11065101805473743
1,lightgbm,bgb,,50000,0.04054,6.708738088607788,0.5887603502330616,0.9105501150843658,0.02375708071621785,0.09725848144123934,0.005226666257061711,0.0055650043231948755,-0.28937429161198547,0.8950289857015153,0.9717875698432975,0.041716936147410434,0.11692155895411939,0.948,0.055858115250232605,0.23088307844104589,0.936,0.11071531420236141
1,lightgbm,opbgb_symmetric,,50000,0.04054,6.708738088607788,0.5887603502330616,0.9105501150843658,0.02376034702747003,0.09732638368870426,0.006157517526645604,0.006129905247407969,-0.24515121663677558,0.9055958382293665,0.9757346017957541,0.04154818321025992,0.11692155895411939,0.948,0.055858115250232605,0.23088307844104589,0.936,0.11071531420236141
1,lightgbm,opbgb_two_sided,,50000,0.04054,6.708738088607788,0.5887603502330616,0.9105501150843658,0.023773705531962654,0.09755323371587542,0.006552013864124567,0.006715070361859589,-0.21102090694716932,0.91367239554367,0.9807951348719243,0.04133381025110189,0.11692155895411939,0.948,0.055858115250232605,0.23088307844104589,0.936,0.11071531420236141
1,lightgbm,nested_selected,opbgb_two_sided,50000,0.04054,6.708738088607788,0.5887603502330616,0.9105501150843658,0.023773705531962654,0.09755323371587542,0.006552013864124567,0.006715070361859589,-0.21102090694716932,0.91367239554367,0.9807951348719243,0.04133381025110189,0.11692155895411939,0.948,0.055858115250232605,0.23088307844104589,0.936,0.11071531420236141
1,xgboost,raw,,50000,0.04054,16.471708059310913,0.6004598044145133,0.9063679659226174,0.02336581114799124,0.09642411974340244,0.0028191538989602127,0.004181587443580999,0.17062963817894022,1.0250132432780878,1.0613212725333836,0.03819767025231733,0.12136161815490873,0.984,0.06429804362830815,0.23384311790823878,0.948,0.1277399422909075
1,xgboost,platt,,50000,0.04054,16.471708059310913,0.6004598044145133,0.9063679659226174,0.02339858858576513,0.09668508322792507,0.003715812755800426,0.004104538253779383,-0.22136007688000736,0.9024336644420444,1.0135528643802822,0.03999791370012793,0.12136161815490873,0.984,0.06429804362830815,0.23384311790823878,0.948,0.1277399422909075
1,xgboost,beta,,50000,0.04054,16.471708059310913,0.6004598044145133,0.9063679659226174,0.02339257932657963,0.09660444572202803,0.0036914625662753365,0.0040982033549673835,-0.2091292162218069,0.905512881755915,1.0142956959844296,0.03996862074885737,0.12136161815490873,0.984,0.06429804362830815,0.23384311790823878,0.948,0.1277399422909075
1,xgboost,isotonic,,50000,0.04054,16.471708059310913,0.574129144758372,0.9052492074070072,0.02346241961587312,0.1047542622445195,0.004256152459621282,0.004570871529439539,-0.5867665086306915,0.7629066397761604,1.0122570412227245,0.04004911633020697,0.11938825851011346,0.968,0.07306316675303086,0.23384311790823878,0.948,0.1291554865409971
1,xgboost,bgb,,50000,0.04054,16.471708059310913,0.6004598044145133,0.9063679659226174,0.023389619828839532,0.09658833014275307,0.003653580854467387,0.004073072558381285,-0.20641797572887818,0.9065332504177523,1.0142473616074563,0.03997052546998903,0.12136161815490873,0.984,0.06429804362830815,0.23384311790823878,0.948,0.1277399422909075
1,xgboost,opbgb_symmetric,,50000,0.04054,16.471708059310913,0.6004598044145133,0.9063679659226174,0.02339115824792943,0.09658817080250051,0.0035776855846654577,0.004101020208878889,-0.21052407487848657,0.9051871229676116,1.013144438226931,0.04001403794995672,0.12136161815490873,0.984,0.06429804362830815,0.23384311790823878,0.948,0.1277399422909075
1,xgboost,opbgb_two_sided,,50000,0.04054,16.471708059310913,0.6004598044145133,0.9063679659226174,0.02340162383054505,0.0965433287715635,0.003719226867962008,0.004425813622611789,-0.1639717416660832,0.9188853837750862,1.0139305413834019,0.03998301495552883,0.12136161815490873,0.984,0.06429804362830815,0.23384311790823878,0.948,0.1277399422909075
1,xgboost,nested_selected,opbgb_two_sided,50000,0.04054,16.471708059310913,0.6004598044145133,0.9063679659226174,0.02340162383054505,0.0965433287715635,0.003719226867962008,0.004425813622611789,-0.1639717416660832,0.9188853837750862,1.0139305413834019,0.03998301495552883,0.12136161815490873,0.984,0.06429804362830815,0.23384311790823878,0.948,0.1277399422909075
2,logistic,raw,,50000,0.03588,1616.4827809333801,0.2502179924221712,0.8221136819403497,0.20333946169796246,0.6054420087346278,0.3908967998848026,0.3908967998848025,-3.479134852557617,1.010259203026764,0.08407204892507016,0.4267767998848026,0.08472686733556299,0.608,0.04096889410261999,0.14381270903010032,0.516,0.10591454440204989
2,logistic,platt,,50000,0.03588,1616.4827809333801,0.2502179924221712,0.8221136819403497,0.03059988881690967,0.12674561312530971,0.006578942717698128,0.00928558517022418,0.004216500562522837,1.0132460035754625,0.9725448297482937,0.036892900874591225,0.08472686733556299,0.608,0.04096889410261999,0.14381270903010032,0.516,0.10591454440204989
2,logistic,beta,,50000,0.03588,1616.4827809333801,0.2502179924221712,0.8221136819403497,0.030488746636247597,0.12590631077816145,0.0060252508991433,0.007760461655167823,0.023148224703722582,1.0203039233020388,0.9724632046088584,0.03689599753486977,0.08472686733556299,0.608,0.04096889410261999,0.14381270903010032,0.516,0.10591454440204989
2,logistic,isotonic,,50000,0.03588,1616.4827809333801,0.23494699947720288,0.8203777917337388,0.030581130424294452,0.12601264827316355,0.002694556397027728,0.007870657587962085,-0.11426722124858717,0.9644002711851244,0.9871265580725451,0.036347922874305987,0.08416945373467112,0.604,0.0376688096585481,0.13768115942028986,0.494,0.10020724741689889
2,logistic,bgb,,50000,0.03588,1616.4827809333801,0.2502179924221712,0.8221136819403497,0.030443477039649287,0.12483870473333662,0.0036469603461182633,0.0071584142780713724,-0.013958789810913079,1.002331330555482,0.9832871958601955,0.036489847677322385,0.08472686733556299,0.608,0.04096889410261999,0.14381270903010032,0.516,0.10591454440204989
2,logistic,opbgb_symmetric,,50000,0.03588,1616.4827809333801,0.2502179924221712,0.8221136819403497,0.030403301952871487,0.12491245773967902,0.004348399146643666,0.006515350957110842,0.01863296843518644,1.0178045084003406,0.975328101724266,0.03678762042903137,0.08472686733556299,0.608,0.04096889410261999,0.14381270903010032,0.516,0.10591454440204989
2,logistic,opbgb_two_sided,,50000,0.03588,1616.4827809333801,0.2502179924221712,0.8221136819403497,0.030397195288283756,0.12485756882214549,0.003935851225439089,0.0062154841810834315,0.008147885404530935,1.0104706065732179,0.9831532752287578,0.03649481815706867,0.08472686733556299,0.608,0.04096889410261999,0.14381270903010032,0.516,0.10591454440204989
2,logistic,nested_selected,opbgb_two_sided,50000,0.03588,1616.4827809333801,0.2502179924221712,0.8221136819403497,0.030397195288283756,0.12485756882214549,0.003935851225439089,0.0062154841810834315,0.008147885404530935,1.0104706065732179,0.9831532752287578,0.03649481815706867,0.08472686733556299,0.608,0.04096889410261999,0.14381270903010032,0.516,0.10591454440204989
2,lightgbm,raw,,50000,0.03588,5.72643780708313,0.4371286451677421,0.8905279395733408,0.09061248307051922,0.3200349173968943,0.21131667065206688,0.21131899328478154,-2.811512126658747,1.143717522310498,0.14514758594989996,0.24719667065206694,0.11259754738015608,0.808,0.04064076483082019,0.22129319955406912,0.794,0.09468094551144295
2,lightgbm,platt,,50000,0.03588,5.72643780708313,0.4371286451677421,0.8905279395733408,0.02558020162338731,0.10313957453014673,0.004284064667916314,0.00538852402605995,0.1513240937700814,1.0102362324515177,1.0908975975696835,0.03289034651825611,0.11259754738015608,0.808,0.04064076483082019,0.22129319955406912,0.794,0.09468094551144295
2,lightgbm,beta,,50000,0.03588,5.72643780708313,0.4371286451677421,0.8905279395733408,0.025560596916096474,0.10290157081133482,0.003971927964235585,0.004642584957662835,0.11871443609738941,0.9992249283134642,1.0893352359364759,0.032937518971517345,0.11259754738015608,0.808,0.04064076483082019,0.22129319955406912,0.794,0.09468094551144295
2,lightgbm,isotonic,,50000,0.03588,5.72643780708313,0.41425701445366325,0.888669664901065,0.025593905616467162,0.10507674387637017,0.004244075587226888,0.005081623057856248,-0.02536231185751933,0.9433813106847073,1.088696801728174,0.03295683421044762,0.11259754738015608,0.808,0.04386321212905113,0.2201783723522854,0.79,0.10610291924235075
2,lightgbm,bgb,,50000,0.03588,5.72643780708313,0.4371286451677421,0.8905279395733408,0.025585576105682368,0.10294054889089946,0.003988420347344499,0.004570306692272263,0.11814699718238109,0.9997354708036374,1.0875069686661907,0.032992892030849444,0.11259754738015608,0.808,0.04064076483082019,0.22129319955406912,0.794,0.09468094551144295
2,lightgbm,opbgb_symmetric,,50000,0.03588,5.72643780708313,0.4371286451677421,0.8905279395733408,0.025564951651684934,0.10289678049718684,0.003987203122819723,0.004600908430026053,0.11885422834597316,0.9990590562309781,1.0892253359761952,0.03294084228020945,0.11259754738015608,0.808,0.04064076483082019,0.22129319955406912,0.794,0.09468094551144295
2,lightgbm,opbgb_two_sided,,50000,0.03588,5.72643780708313,0.4371286451677421,0.8905279395733408,0.02560056038884903,0.10298598547255845,0.0041093902677833095,0.00459944100534774,0.11919533822940082,0.9995240229558094,1.0890076757855178,0.03294742617320783,0.11259754738015608,0.808,0.04064076483082019,0.22129319955406912,0.794,0.09468094551144295
2,lightgbm,nested_selected,opbgb_two_sided,50000,0.03588,5.72643780708313,0.4371286451677421,0.8905279395733408,0.02560056038884903,0.10298598547255845,0.0041093902677833095,0.00459944100534774,0.11919533822940082,0.9995240229558094,1.0890076757855178,0.03294742617320783,0.11259754738015608,0.808,0.04064076483082019,0.22129319955406912,0.794,0.09468094551144295
2,xgboost,raw,,50000,0.03588,16.29337787628174,0.46666589700954714,0.8893648014968832,0.02482233885105018,0.10153032538163269,0.005373217709664023,0.005967597423282818,0.09171450298454455,1.0308425343173586,1.0059914320299783,0.03566630774140707,0.11594202898550725,0.832,0.051923799516365915,0.22798216276477146,0.818,0.1355009886384887
2,xgboost,platt,,50000,0.03588,16.29337787628174,0.46666589700954714,0.8893648014968832,0.02489343764395094,0.10163842629028778,0.004799468958019285,0.006299082257772463,0.17557813771809383,1.0274528230088176,1.0695991409461816,0.033545277502990585,0.11594202898550725,0.832,0.051923799516365915,0.22798216276477146,0.818,0.1355009886384887
2,xgboost,beta,,50000,0.03588,16.29337787628174,0.46666589700954714,0.8893648014968832,0.024703387590780144,0.10049792688766522,0.0033600246147467007,0.004355639875433065,0.09654879814471809,1.0001475859540492,1.067590215298207,0.033608400944343364,0.11594202898550725,0.832,0.051923799516365915,0.22798216276477146,0.818,0.1355009886384887
2,xgboost,isotonic,,50000,0.03588,16.29337787628174,0.44233680502956907,0.8846605734373629,0.02483193755946319,0.10334739853093147,0.0037476721441732533,0.00444715819742359,-0.04952131904305259,0.9405786523805988,1.0733790259731484,0.033427148408709056,0.11538461538461539,0.828,0.051840155348605345,0.225752508361204,0.81,0.1375728366459714
2,xgboost,bgb,,50000,0.03588,16.29337787628174,0.46666589700954714,0.8893648014968832,0.024700838378883982,0.10048774697628338,0.003334022448520901,0.004389122172771779,0.09959318548522318,1.0013636951749614,1.0673635628202747,0.033615537619810586,0.11594202898550725,0.832,0.051923799516365915,0.22798216276477146,0.818,0.1355009886384887
2,xgboost,opbgb_symmetric,,50000,0.03588,16.29337787628174,0.46666589700954714,0.8893648014968832,0.02489115411788049,0.10158693327958554,0.004747295226791433,0.006254116257369005,0.18037795092368983,1.0280814660013646,1.0719725043957384,0.03347100774774559,0.11594202898550725,0.832,0.051923799516365915,0.22798216276477146,0.818,0.1355009886384887
2,xgboost,opbgb_two_sided,,50000,0.03588,16.29337787628174,0.46666589700954714,0.8893648014968832,0.02482315228590461,0.10113200995434152,0.0038984458967348335,0.005572063489252451,0.15083003435243256,1.0178412586780403,1.0719335492570181,0.03347222411768832,0.11594202898550725,0.832,0.051923799516365915,0.22798216276477146,0.818,0.1355009886384887
2,xgboost,nested_selected,opbgb_two_sided,50000,0.03588,16.29337787628174,0.46666589700954714,0.8893648014968832,0.02482315228590461,0.10113200995434152,0.0038984458967348335,0.005572063489252451,0.15083003435243256,1.0178412586780403,1.0719335492570181,0.03347222411768832,0.11594202898550725,0.832,0.051923799516365915,0.22798216276477146,0.818,0.1355009886384887
3,logistic,raw,,50000,0.03076,1097.0120091438293,0.15643389502634086,0.8204422657324207,0.21081916711437115,0.7294070768042669,0.3965101381239525,0.39651013812395247,-3.50289450409092,0.1819568921528532,0.07199192561188636,0.4272701381239525,0.0,0.0,0.0,0.07347204161248375,0.226,0.03850989110137097
3,logistic,platt,,50000,0.03076,1097.0120091438293,0.15643389502634086,0.8204422657324207,0.033771270403752066,0.19897629197292627,0.016270977761478483,0.016839708195681938,-2.8438155782347656,0.19070833026482042,0.6689473911836435,0.045982689229975005,0.0,0.0,0.0,0.07347204161248375,0.226,0.03850989110137097
3,logistic,beta,,50000,0.03076,1097.0120091438293,0.1564338950263409,0.8204422657324207,0.03270264280111311,0.14891619056425168,0.014519071636608871,0.015599240276438395,-2.1091098160431647,0.3976399935602784,0.6793425502816635,0.04527907163660887,0.0,0.0,0.0,0.07347204161248375,0.226,0.03850989110137097
3,logistic,isotonic,,50000,0.03076,1097.0120091438293,0.1569778135018505,0.8195775191845243,0.03207832143583773,0.1276001742088131,0.014822610654968935,0.015439048286411355,-1.3889557848824887,0.6342093463853232,0.6748187424549557,0.04558261065496894,0.046163849154746424,0.284,0.02450672743186871,0.08842652795838751,0.272,0.04621697218044833
3,logistic,bgb,,50000,0.03076,1097.0120091438293,0.15643389502634086,0.8204422657324207,0.03094183369137258,0.12261357332831267,0.01351831780925739,0.01436140482422171,-1.1483152376983787,0.7122600666109081,0.6946966714613744,0.04427831780925739,0.0,0.0,0.0,0.07347204161248375,0.226,0.03850989110137097
3,logistic,opbgb_symmetric,,50000,0.03076,1097.0120091438293,0.16905816910376417,0.8208149787596508,0.028554143666840084,0.11681683527488554,0.011427541523624844,0.012353829055479909,-0.7533344405533405,0.8428962511252218,0.7291252082744507,0.04218754152362484,0.03836150845253576,0.236,0.02339379037024559,0.0812743823146944,0.25,0.05853341732084834
3,logistic,opbgb_two_sided,,50000,0.03076,1097.0120091438293,0.19529567465583933,0.8210004631945483,0.029276245342416338,0.11780682929639273,0.012024696463434443,0.012798774714946228,-0.8770708775517981,0.8022065151668404,0.7189486555382893,0.04278469646343445,0.0812743823146944,0.5,0.04193029467732002,0.0929778933680104,0.286,0.04814637133038338
3,logistic,nested_selected,opbgb_two_sided,50000,0.03076,1097.0120091438293,0.19529567465583933,0.8210004631945483,0.029276245342416338,0.11780682929639273,0.012024696463434443,0.012798774714946228,-0.8770708775517981,0.8022065151668404,0.7189486555382893,0.04278469646343445,0.0812743823146944,0.5,0.04193029467732002,0.0929778933680104,0.286,0.04814637133038338
3,lightgbm,raw,,50000,0.03076,5.4443299770355225,0.4604758364002922,0.8898851560878688,0.10208629765180054,0.34662108150251764,0.2275584652172127,0.22756154295831024,-3.2111379093093677,1.0591748142736848,0.11907782114660205,0.25831846521721274,0.14759427828348504,0.908,0.08640730619311612,0.28218465539661897,0.868,0.18656427572694786
3,lightgbm,platt,,50000,0.03076,5.4443299770355225,0.4604758364002922,0.8898851560878688,0.02231667751816072,0.09262215766247166,0.010317875686116851,0.01109835966756807,-0.8055825053571282,0.8160526992135148,0.7712944831816219,0.03988100611469917,0.14759427828348504,0.908,0.08640730619311612,0.28218465539661897,0.868,0.18656427572694786
3,lightgbm,beta,,50000,0.03076,5.4443299770355225,0.4604758364002922,0.8898851560878688,0.022290289207968408,0.09251871814862953,0.010778940055414302,0.01107478555715638,-0.7693404319731697,0.8226214204724347,0.7722435672647643,0.0398319925265935,0.14759427828348504,0.908,0.08640730619311612,0.28218465539661897,0.868,0.18656427572694786
3,lightgbm,isotonic,,50000,0.03076,5.4443299770355225,0.4426626075739163,0.889582195941437,0.022657926750352657,0.09413898414837377,0.010458535294353918,0.011649819588945499,-0.8097084005834351,0.7994823265191704,0.7758072937856342,0.03964902140827178,0.14889466840052015,0.916,0.08784789976528956,0.276332899869961,0.85,0.17702741449586565
3,lightgbm,bgb,,50000,0.03076,5.4443299770355225,0.4604758364002922,0.8898851560878688,0.022369928678892925,0.09263722836808148,0.01105082742385319,0.011325786936788203,-0.7554146024202448,0.8283450807494231,0.7709442778104025,0.039899122265182406,0.14759427828348504,0.908,0.08640730619311612,0.28218465539661897,0.868,0.18656427572694786
3,lightgbm,opbgb_symmetric,,50000,0.03076,5.4443299770355225,0.4604758364002922,0.8898851560878688,0.022312245812544835,0.09253229643278969,0.01084058291827553,0.011129038352075042,-0.7618874304172705,0.8261012683768135,0.7714164377189149,0.03987470125858037,0.14759427828348504,0.908,0.08640730619311612,0.28218465539661897,0.868,0.18656427572694786
3,lightgbm,opbgb_two_sided,,50000,0.03076,5.4443299770355225,0.4604757395333938,0.8898851560878689,0.022320785031099435,0.09245192374669195,0.01011563668043733,0.010674870787872532,-0.765308481444863,0.8238482907170213,0.7744958843378416,0.03971615682154126,0.14759427828348504,0.908,0.08640730619311612,0.28218465539661897,0.868,0.18656427572694786
3,lightgbm,nested_selected,opbgb_two_sided,50000,0.03076,5.4443299770355225,0.4604757395333938,0.8898851560878689,0.022320785031099435,0.09245192374669195,0.01011563668043733,0.010674870787872532,-0.765308481444863,0.8238482907170213,0.7744958843378416,0.03971615682154126,0.14759427828348504,0.908,0.08640730619311612,0.28218465539661897,0.868,0.18656427572694786
3,xgboost,raw,,50000,0.03076,16.675118923187256,0.4802069213806462,0.8886143831057368,0.02153979841539027,0.09182351626369274,0.013738185597220433,0.013773424509325996,-0.6817007711624745,0.94731681611701,0.6912641400354403,0.044498185597220435,0.14954486345903772,0.92,0.11134121085757133,0.28413524057217165,0.874,0.1872214091919905
3,xgboost,platt,,50000,0.03076,16.675118923187256,0.4802069213806462,0.8886143831057368,0.021933950101674208,0.09173876183681155,0.008915585968010405,0.009583966483666034,-0.900621947061401,0.7941927007858083,0.775287856486887,0.03967558596801041,0.14954486345903772,0.92,0.11134121085757133,0.28413524057217165,0.874,0.1872214091919905
3,xgboost,beta,,50000,0.03076,16.675118923187256,0.4802069213806462,0.8886143831057368,0.022106585853098368,0.09165030468556441,0.009796667715435269,0.0107332697400906,-0.7410932529838403,0.8379356870371417,0.7692068518212727,0.039989243370841906,0.14954486345903772,0.92,0.11134121085757133,0.28413524057217165,0.874,0.1872214091919905
3,xgboost,isotonic,,50000,0.03076,16.675118923187256,0.4574115959763493,0.8878995603059606,0.022329905480895668,0.09387842613338038,0.010454173795835254,0.011483559931310103,-0.876286790812842,0.7854419104029937,0.7661439686902317,0.040149111990773784,0.14954486345903772,0.92,0.11465776957214621,0.28023407022106633,0.862,0.1858419338663041
3,xgboost,bgb,,50000,0.03076,16.675118923187256,0.4802069213806462,0.8886143831057368,0.022167309024293282,0.09172583482393658,0.009675171537894918,0.010642981184073183,-0.7383061454634302,0.8394561951675241,0.7702413852332269,0.03993553266510856,0.14954486345903772,0.92,0.11134121085757133,0.28413524057217165,0.874,0.1872214091919905
3,xgboost,opbgb_symmetric,,50000,0.03076,16.675118923187256,0.4802069213806462,0.8886143831057368,0.021973126130575747,0.09143297318026893,0.009571009648642157,0.010559801183946487,-0.7560063291998,0.8334557628837501,0.7701295519975773,0.039941331845030625,0.14954486345903772,0.92,0.11134121085757133,0.28413524057217165,0.874,0.1872214091919905
3,xgboost,opbgb_two_sided,,50000,0.03076,16.675118923187256,0.4802069213806462,0.8886143831057368,0.021973126130575747,0.09143297318026893,0.009571009648642157,0.010559801183946487,-0.7560063291998,0.8334557628837501,0.7701295519975773,0.039941331845030625,0.14954486345903772,0.92,0.11134121085757133,0.28413524057217165,0.874,0.1872214091919905
3,xgboost,nested_selected,opbgb_symmetric,50000,0.03076,16.675118923187256,0.4802069213806462,0.8886143831057368,0.021973126130575747,0.09143297318026893,0.009571009648642157,0.010559801183946487,-0.7560063291998,0.8334557628837501,0.7701295519975773,0.039941331845030625,0.14954486345903772,0.92,0.11134121085757133,0.28413524057217165,0.874,0.1872214091919905
4,logistic,raw,,50000,0.03792,672.9163558483124,0.18702365804550095,0.8163846147166371,0.18940392718110902,0.5983747101607654,0.36290027715323475,0.36290027715323486,-3.1999949451015555,0.46800207482225065,0.0946059921651695,0.40082027715323476,0.03059071729957806,0.232,0.06446862931487671,0.07383966244725738,0.28,0.13665587231222362
4,logistic,platt,,50000,0.03792,672.9163558483124,0.18702365804550095,0.8163846147166371,0.035949057883757206,0.15076060005388348,0.01098838040547927,0.01749405222121822,-0.870444966062509,0.6755416249483575,1.1633158112013902,0.03259647950700413,0.03059071729957806,0.232,0.06446862931487671,0.07383966244725738,0.28,0.13665587231222362
4,logistic,beta,,50000,0.03792,672.9163558483124,0.18702365804550095,0.8163846147166371,0.03382372598490779,0.1354274450421331,0.006695541378601545,0.007885639629723017,-0.023077403789123995,0.9428723198812891,1.1243604582634614,0.03372583918378473,0.03059071729957806,0.232,0.06446862931487671,0.07383966244725738,0.28,0.13665587231222362
4,logistic,isotonic,,50000,0.03792,672.9163558483124,0.18297679300346092,0.8153261661091545,0.03326058607531153,0.13334832961363552,0.006918460263208032,0.006817639838513524,-0.013809804247149959,0.9414231329963297,1.1326748793490453,0.03347827403199128,0.03481012658227848,0.264,0.06829318682739657,0.07225738396624473,0.274,0.13343820871955628
4,logistic,bgb,,50000,0.03792,672.9163558483124,0.18702365804550095,0.8163846147166371,0.03309832579592831,0.13273719967690814,0.006407756719495225,0.005984647920590592,0.08838410359488517,0.9780154806865347,1.1369122520426318,0.03335349753850492,0.03059071729957806,0.232,0.06446862931487671,0.07383966244725738,0.28,0.13665587231222362
4,logistic,opbgb_symmetric,,50000,0.03792,672.9163558483124,0.19783128454568888,0.8174236565325059,0.033425588321955836,0.1338022467975968,0.007766707499514857,0.009214428749218587,0.138133854277833,0.9898563238828321,1.1542995952788566,0.03285109009402299,0.03955696202531646,0.3,0.07870320144646824,0.08649789029535865,0.328,0.15307896813699032
4,logistic,opbgb_two_sided,,50000,0.03792,672.9163558483124,0.20007064184957074,0.8171399884462708,0.03330012335474017,0.13340404497180605,0.007762766521560634,0.008798124736763386,0.14437193283727887,0.9913887542644227,1.1558158121343585,0.03280799553172402,0.041666666666666664,0.316,0.0907755531044142,0.084915611814346,0.322,0.15167841091650228
4,logistic,nested_selected,opbgb_two_sided,50000,0.03792,672.9163558483124,0.20007064184957074,0.8171399884462708,0.03330012335474017,0.13340404497180605,0.007762766521560634,0.008798124736763386,0.14437193283727887,0.9913887542644227,1.1558158121343585,0.03280799553172402,0.041666666666666664,0.316,0.0907755531044142,0.084915611814346,0.322,0.15167841091650228
4,lightgbm,raw,,50000,0.03792,5.699575185775757,0.5264542735328099,0.9068695590812031,0.09913985850395401,0.33841428718591443,0.2214351847830593,0.22143771538891843,-3.0243788652152523,1.1765806852638576,0.14620876012838777,0.25935518478305924,0.1239451476793249,0.94,0.064613786077125,0.23945147679324894,0.908,0.11681232366372021
4,lightgbm,platt,,50000,0.03792,5.699575185775757,0.5264542735328099,0.9068695590812031,0.024352992414470663,0.09798331524429814,0.004607597254652555,0.0050351266985160905,0.07891775032322551,0.9773385099286434,1.0883700478749896,0.03484109111054433,0.1239451476793249,0.94,0.064613786077125,0.23945147679324894,0.908,0.11681232366372021
4,lightgbm,beta,,50000,0.03792,5.699575185775757,0.5264542735328099,0.9068695590812031,0.024353654390954424,0.09806300804201266,0.005057263967921095,0.005314934241840185,0.06903322403699338,0.9739466949872273,1.087103173339489,0.03488169378028119,0.1239451476793249,0.94,0.064613786077125,0.23945147679324894,0.908,0.11681232366372021
