model,policy,delay_days,calibration,pr_auc,pr_auc_sd,roc_auc,brier,logloss,cal_intercept,cal_slope,recall_005,precision_005,value_capture_005,recall_01,value_capture_01
lightgbm,sliding180_weighted,30,raw,0.960495728709032,0.012928935241769303,0.9988427078371273,0.00067284099123172,0.002803534399976259,-1.5746107470038526,0.8347737010761124,0.9372415420872735,0.7670593684215855,0.9756258134426016,0.9782385621845336,0.9950015253307113
logistic,capped_weighted,0,beta,0.31839457976488744,0.09106926100729745,0.9665107604752402,0.0031625273113604635,0.012807402992621064,-0.20516909783085188,0.9754007011651993,0.506537355016328,0.41191048579881073,0.6550047914989926,0.7383579780822968,0.8858605485270096
logistic,capped_weighted,0,platt,0.31839459094340145,0.09106923903387806,0.966513337788295,0.0036710085114464164,0.015359340778862437,-0.2791251018643379,0.9734640667835871,0.506537355016328,0.41191048579881073,0.6550047914989926,0.7383579780822968,0.8858605485270094
logistic,capped_weighted,0,raw,0.3164378047313254,0.09061010357842025,0.9665085512614033,0.03708878035346667,0.1876989429195722,-5.428885738054912,0.4367257431149483,0.506537355016328,0.41191048579881073,0.6550047914989926,0.7383579780822968,0.8858605485270096
logistic,capped_weighted,7,beta,0.31819122973499164,0.09108394794768326,0.9665353086133844,0.003164984091805915,0.01280627081481119,-0.20573879716296992,0.9744319717089335,0.5065535656923654,0.41196295180949,0.6551898920522975,0.7378813587936156,0.8854296776857374
logistic,capped_weighted,7,platt,0.31819124021845785,0.09108392715333986,0.9665379492994118,0.0036723760228293636,0.015363688735912243,-0.2801108608643214,0.973361482222875,0.5065535656923654,0.41196295180949,0.6551898920522975,0.7378813587936156,0.8854296776857374
logistic,capped_weighted,7,raw,0.3161960343177063,0.09052705554033122,0.9665330694097597,0.03688632184639573,0.18704392140110335,-5.427410165468852,0.4366613104939461,0.5065535656923654,0.41196295180949,0.6551898920522975,0.7378813587936156,0.8854296776857374
logistic,capped_weighted,14,beta,0.31801463560588444,0.091058895302751,0.9665233753735838,0.003165017241068805,0.0128051593589286,-0.20559347110490003,0.9745915134747823,0.5069994669444325,0.41239010309871027,0.6556534115712732,0.7383196294094944,0.886463314532674
logistic,capped_weighted,14,platt,0.31801462973904865,0.09105885386771712,0.9665260430002788,0.0036727722617797554,0.015364868100732565,-0.2773110593358676,0.9735479801893234,0.5069994669444325,0.41239010309871027,0.6556534115712732,0.7383196294094944,0.886463314532674
logistic,capped_weighted,14,raw,0.31615797320427974,0.09050410349338175,0.9665215476936472,0.036639866419136524,0.18618151297171912,-5.423891504605611,0.43648658444484073,0.5069994669444325,0.41239010309871027,0.6556534115712732,0.7383196294094944,0.886463314532674
logistic,capped_weighted,30,beta,0.3176820361484332,0.09093016508369421,0.9665541808738789,0.0031659365146576115,0.012805381945023933,-0.20524483360350132,0.9743073731660843,0.5062539083043098,0.411681548069873,0.6547887584191178,0.7376124194421741,0.8853428691570562
logistic,capped_weighted,30,platt,0.31768204849369486,0.090930143259792,0.9665568220831319,0.003675160580314696,0.015372587367892265,-0.272787277897199,0.974282239874204,0.5062539083043098,0.411681548069873,0.6547887584191178,0.7376124194421741,0.8853428691570562
logistic,capped_weighted,30,raw,0.31580437127829347,0.09039022488600999,0.9665522897495378,0.03627219935879111,0.18493351340293884,-5.418496330579122,0.4361047421892484,0.5062539083043098,0.411681548069873,0.6547887584191178,0.7376124194421741,0.8853428691570562
logistic,sliding180_unweighted,0,beta,0.4835040560353479,0.1291957473377933,0.9178814733798529,0.002568939952955892,0.013776506142069897,-0.3088502536217372,0.9562478164831797,0.5904676117139669,0.48798734587590825,0.7993284596317015,0.6906389897893184,0.893264238457093
logistic,sliding180_unweighted,0,platt,0.4799681224134224,0.1279936924485056,0.917880320110542,0.0026828559930436313,0.014701433790226778,-0.34830160935719806,0.9566991130510966,0.5904676117139669,0.48798734587590825,0.7993284596317015,0.6906389897893184,0.893264238457093
logistic,sliding180_unweighted,0,raw,0.48024699796019577,0.12808308842317173,0.9178803400134582,0.0025994532625190914,0.01462106111769875,-0.7672889390960336,0.9018634458382925,0.5904676117139669,0.48798734587590825,0.7993284596317015,0.6906389897893184,0.893264238457093
logistic,sliding180_unweighted,7,beta,0.4837139147384826,0.129215828198239,0.9178983748965419,0.002568509643121312,0.013772846665233374,-0.307483767469724,0.9562043249607086,0.5904676117139669,0.48798734587590825,0.799915274206518,0.6906389897893184,0.8938155331136776
logistic,sliding180_unweighted,7,platt,0.48021161372738846,0.12801341866606553,0.9178972421300374,0.0026834861491806805,0.0147026926279068,-0.3441370228926341,0.9573139448960623,0.5904676117139669,0.48798734587590825,0.799915274206518,0.6906389897893184,0.8938155331136776
logistic,sliding180_unweighted,7,raw,0.4804904892741619,0.12810305035609387,0.9178972620329539,0.0025986460968852043,0.014619616170724234,-0.7665831853325168,0.9016509155432383,0.5904676117139669,0.48798734587590825,0.799915274206518,0.6906389897893184,0.8938155331136776
logistic,sliding180_unweighted,14,beta,0.4835212543863085,0.1287828953790444,0.9179910827466076,0.002568400367939224,0.013770215523739656,-0.31052347520987195,0.9553963840007782,0.5900335839361891,0.48750703847917437,0.7993122678917762,0.6896910189845306,0.8934508918923628
logistic,sliding180_unweighted,14,platt,0.48000842659250825,0.12757796820419623,0.9179899394890572,0.002682649549872925,0.014689822681248188,-0.33503172794977826,0.9591730336348215,0.5900335839361891,0.48750703847917437,0.7993122678917762,0.6896910189845306,0.8934508918923628
